skill_name,skill_rating,skill_reviews,skill_link,skill_description
Social Stories (Creating a Story),5 out of 5,2,https://www.amazon.com/Social-Stories-Creating-a-Story/dp/B087TKX7RJ/ref=sr_1_1010?dchild=1&qid=1624660679&s=alexa-skills&sr=1-1010,"In Social Stories, kids take turns making a story with a robot. Not only do kids learn about the different parts of a story but they also practice taking turns in a fun, engaging way - without a screen! At the end of the story, the robot plays back the entire story for everyone to enjoy! To create a new story, just say, “new story.” About SayKid SayKid has developed the world's 1st screen-less, play-based learning platform. By combining voice technology and real-world, tangible play, we help families learn together in a safe, natural, and engaging way - without screens!  Search ""SayKid"" on the Alexa Skill Store for additional learning experiences.  Please feel free to send feedback to maria@saykid.com. If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid named Finalist in the Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
Birthday Trivia,No Rating,0,https://www.amazon.com/Don-Duncan-Birthday-Trivia/dp/B08LPM5M77/ref=sr_1_571?dchild=1&qid=1624660628&s=alexa-skills&sr=1-571,"In this birthday party game, Alexa quizzes players on how well they know the birthday boy or girl. The birthday boy or girl judges the responses. This skill was created using a Skill Blueprint. Any information you provide to this skill is not shared with the skill developer."
Autism Help,3.3 out of 5,10,https://www.amazon.com/Daphne-Mallory-Autism-Help/dp/B078RG49WP/ref=sr_1_3408?dchild=1&qid=1624660935&s=alexa-skills&sr=1-3408,"Autism Help is designed for parents and caregivers who are busy and overwhelmed, to use the convenience of Amazon's Echo device to teach functional, social and verbal skills. You will be offered skills to work on,  with each step of that skill provided. You can work on multiple areas at a time, and Alexa will track your progress.   There's applause to reward children as they complete each step, and music to ease the stress of completing a step. Why Autism Skills? I want to see children with autism grow and express their creativity and realize their dreams. I don't want the lack of verbal, functional or social skills to hold them back! A little every day makes a huge difference. Try Autism Skills...one skill at a time!"
World's Best Dad,No Rating,0,https://www.amazon.com/McLemore-Worlds-Best-Dad/dp/B08JS26M4H/ref=sr_1_630?dchild=1&qid=1624660636&s=alexa-skills&sr=1-630,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Keep Calm,3.8 out of 5,19,https://www.amazon.com/Hoden-Abdi-Yusuf-Keep-Calm/dp/B07YD5LXPJ/ref=sr_1_1823?dchild=1&qid=1624660766&s=alexa-skills&sr=1-1823,"The purpose of this skill is to alleviate stress and calm the user down. It includes 4 categories: breathing exercises, stretches, mantras, and positive affirmations. This skill can help brighten the user's mood and increase the user's knowledge of stretches. Users can do this skill alone or with a group."
Kid Confident,No Rating,0,https://www.amazon.com/Loud-River-Kid-Confident/dp/B07MXZ3349/ref=sr_1_2424?dchild=1&qid=1624660829&s=alexa-skills&sr=1-2424,"As a parent myself, I understand that nothing is more important than the well being of your children.  Everyday, kids are bombarded with messages that are detrimental to their happiness, confidence and self esteem. I built this simple skill for my son to ensure that he starts every day feeling confident, happy, calm and ready to have the best day he can. Try it for a while with your kids too and watch as their confidence, self esteem and happiness grows. This skill itself is very simple. The idea behind it is very powerful. Kids repeat 6 randomly chosen, positive affirmations about themselves. It takes about one minute to complete. Positive affirmations have an extraordinary effect on children - They help to inspire, motivate, and build confidence and self-esteem. When kids use positive affirmations from an early age they'll reap a lifetime of benefits. A really great way to start or end their day! This skill never collects any personal data. If you have suggestions to improve the skill, please let me know in the comments. Thanks and have a great day!"
I'm back home,5 out of 5,3,https://www.amazon.com/CS-Im-back-home/dp/B07NP6W764/ref=sr_1_2389?dchild=1&qid=1624660826&s=alexa-skills&sr=1-2389,"Get a pleasing reply from alexa when you come back home. Just say Alexa, I'm back home and it will welcome you with a slightly different message everyday."
My Name Picker,No Rating,0,https://www.amazon.com/Mom-My-Name-Picker/dp/B092DNPGKX/ref=sr_1_263?dchild=1&qid=1624660594&s=alexa-skills&sr=1-263,Randomly pick a name from my people on who's turn it is for dishes
Miss Arcade,3.5 out of 5,2,https://www.amazon.com/Sara-Carol-Chen-Simon-Guo/dp/B078W3FKR9/ref=sr_1_3341?dchild=1&qid=1624660929&s=alexa-skills&sr=1-3341,"Ever wonder how to get your child to finish his or her homework on time and learn time management, instead of wasting time on watching Youtube or playing games? Meet Miss Arcade, your child’s best friend that will teach them about self discipline and motivate them to do assigned tasks. Miss Arcade is an Alexa skill that targets children in elementary school (ages 6 - 10) with the goal of improving habits and introducing them to money management by earning stars and spending them on prizes. Both parents and their children interact with the skill. Our skill is based on an engaging task system that rewards good habits and promotes self-discipline. It is like an arcade game, but for completing real tasks and earning real-life rewards. Parents are able to set a number of tasks for their children, and specify how many “stars” they will receive on completion. Stars can be redeemed for prizes (like candy or TV time), which the parent also specifies with the Miss Arcade skill. When the child is done, they can report to their parent and the adult can mark the task as completed. Cheating will not be possible, as parents can check which tasks were completed recently and have the ability to reverse it. Both child and parent can ask Miss Arcade what the current star count is and what tasks there are left. This way, tasks can be self driven and done throughout the day, while homework can be done without a parent pestering the kid! By using this skill, children are able to learn more about time management and the rewards of completing work in a timely manner. Additionally, they'll have to save their stars for more valuable prize, introducing financial skills.  Unlike other Alexa skills or mobile apps, Miss Arcade is made specifically for kids and provides the type of fun experience that will help kids continue to engage with Alexa and establish strong foundations for time-management skills.  Process:  - Add prizes (movies, video game time, etc.) to Miss Arcade (parents) and describe how many stars it will take to redeem. Ex. Alexa, ask Miss Arcade to add reward. Quantities are not stored for prizes, though they can be removed at any time.  - Add tasks (homework, housework) to Miss Arcade (parents) and describe what the task is and how many stars the child will earn after completing it. Ex. Alexa, ask Miss Arcade to add task. Tasks can be duplicated and removed.  - List tasks and rewards in Miss Arcade (child) and choose one task to work on. Ex. Alexa, ask Miss Arcade to list tasks. Alexa, ask Miss Arcade to list prizes. - The child completes the task and gets stars for rewards.  Ex. Alexa, tell Miss Arcade that homework is now finished. - The child can redeem prizes with his or her stars. Ex. Alexa, tell Miss Arcade to redeem prize. The parents will give the reward to the child. Other features: - Check how many stars the child has. Ex. Alexa, ask Miss Arcade how many stars I have. - Remove task in the task list. Ex. Alexa, tell Miss Arcade to cancel homework. - Remove prize in the task list. Ex. Alexa, tell Miss Arcade to remove prize. - Check what the child has finished in the last 24 hours. Ex. Alexa, ask  Miss Arcade what has been done today.  - Uncomplete any task (parents) in case the child lied. Ex. Alexa, ask Miss Arcade to mark homework uncomplete. Coming features: - Deadlines for tasks and give bonus stars if finished in time. - Streaks for finishing multiple tasks in a row or meet a certain expectation. - Weekly reports on the child’s progress."
Make me smile,No Rating,0,https://www.amazon.com/Tdurgen-Make-me-smile/dp/B07ZNKF2PH/ref=sr_1_1700?dchild=1&qid=1624660753&s=alexa-skills&sr=1-1700,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Kids Decisions,No Rating,0,https://www.amazon.com/VOGO-Voice-Kids-Decisions/dp/B08731CK5X/ref=sr_1_1052?dchild=1&qid=1624660682&s=alexa-skills&sr=1-1052,"Kids Decisions allows kids from Kindergarten to 5th grade to explore how different decisions impact the outcome of a story. Ember the Dragon guides kids along the exploration path with quick, engaging stories and opportunities for kids to try out different decisions and explore outcomes. Based on Strengths and Virtues, kids can explore stories related to Wisdom, Courage, Humanity, Transcendence, Justice, and Moderation. To start a Kids Decision session, you can ask, Alexa, open Kids Decisions. You can also ask, Alexa, ask Kids Decisions to tell me a story.  You can ask for specific topics and see if Ember has a story for you. For example, you can ask, Alexa, ask Kids Decisions to tell me a story about chocolate.  You can ask for specific virtues and Ember will tell you a story related to that virtue. For example, you can ask, Alexa, ask Decisions for Kids to tell me a story about courage.  Decisions for Kids has a website, http://decisionsforkids.com/, where teachers and parents can craft and submit stories that Ember will use."
Elementary Greeting,No Rating,0,https://www.amazon.com/KUSH-SHAH-Elementary-Greeting/dp/B0814V87LM/ref=sr_1_1661?dchild=1&qid=1624660748&s=alexa-skills&sr=1-1661,"This skill basically deals with the elementary greetings exchange between the user and Alexa. The user ask Alexa to open the skill. On responding to the same, the skill is revoked. Alexa, shares a warming greeting to the user. The user is given a choice if he wishes to greet a hello message or ask for a help. On the basis of the user response, Alexa greets/replies politely to the user. This skills basically help on in building personality development on small scale. But we cannot ignore the fact that just a small change in the direction of a sailing ship can take it to an absolutely different direction after travelling a long distance."
World's Best Mom,No Rating,0,https://www.amazon.com/James-Worlds-Best-Mom/dp/B08FXMR4PD/ref=sr_1_703?dchild=1&qid=1624660644&s=alexa-skills&sr=1-703,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Managing Emotions: Big Feelings,5 out of 5,1,https://www.amazon.com/SayKid-Managing-Emotions-Big-Feelings/dp/B0852HC4VC/ref=sr_1_1208?dchild=1&qid=1624660700&s=alexa-skills&sr=1-1208,"Big Feelings helps children identify the name of emotions and learn positive strategies to manage them. Approaches vary based on the type of emotion (e.g., mad, sad, anxious, etc.) but may include breathing, physical activity, or mindfulness exercises. We encourage all of our experiences to be used with a supportive adult. About SayKid SayKid has developed the world's 1st screenless, play-based learning platform. By combining voice technology and real-world play, we help families learn together in a safe, natural, and engaging way. Search ""SayKid"" on the Alexa Skill store for additional learning experiences or visit us at https://saykid.com. We love receiving feedback from users and appreciate reviews!  Please feel free to send feedback to maria@saykid.com. Media / Awards SayKid named Finalist in the Alexa EdTech event at SXSW EDU (https://www.sxswedu.com/news/2019/amazon-alexa-edtech-skills-challenge-finalists-announced/) Harvard recognizes SayKid for it's potential to transform early education (https://www.gse.harvard.edu/news/19/10/saul-zaentz-early-education-initiative-announces-finalists-its-2019-innovation-challenge) SayKid wins ""Moonshot"" Prize for biggest breakthrough innovation (https://youtu.be/Vkdjh6XmSaU) SayKid in the News (https://www.youtube.com/watch?v=DdHwmGAzUoQ) Join our community! https://www.facebook.com/SayKidPlay/ https://twitter.com/saykidplay"
Kid Commander,1 out of 5,1,https://www.amazon.com/Loop-Science-Kid-Commander/dp/B072MNK9WL/ref=sr_1_3714?dchild=1&qid=1624660970&s=alexa-skills&sr=1-3714,Simple skill that allows parents to tell Alexa to tell their kids to do things.
The Loud House Challenge,4.2 out of 5,1246,https://www.amazon.com/Nickelodeon-The-Loud-House-Challenge/dp/B079Q89NRS/ref=sr_1_72?dchild=1&qid=1624660572&s=alexa-skills&sr=1-72,"Every day, Lincoln Loud has to work through the chaos of his house to get anything done. But now, you can help him in The Loud House Challenge! Follow Lincoln around the house as he tries to help his sisters—Lori, Leni, Luna, Luan, Lynn, Lucy, Lana, Lola, Lisa and Lily—with all the crazy curveballs they throw at him. You’ll help Lincoln gather supplies for an epic sleepover, remake a birthday cake that fell on the floor, and get Lily to take her nap! Can you and Lincoln save the day in the Loud House? To enable the skill, simply say ""Alexa, open Loud House Challenge”. To quit, just say ""Alexa, quit"" anytime during the game. The Loud House Challenge skill is for kids and fans aged 6+. “The Loud House Challenge is also part of a FreeTime Unlimited Subscription. For more information on FreeTime Unlimited, go to https://www.amazon.com/freetimeunlimited.” For issues, questions, or comments please email us at amazonalexa@nick.com. We want to hear directly from you! ------------------------------------------------------------------------------------------------------------------------------ The Loud House Challenge Alexa Skill collects personal user data as well as non-personal user data (including aggregated data). User data collection is in accordance with applicable law, such as COPPA. User data may be used, for example, to respond to user requests; enable users to take advantage of certain features and services; customize the user experience and content; and manage and improve Nickelodeon's services. For more information regarding Nickelodeon’s use of data, please visit the Nickelodeon Group Privacy Policy below. Our Privacy Policy is in addition to any terms, conditions or policies agreed to between you and Amazon.com, Inc., and Nickelodeon and its affiliated entities, including Earplay, Inc. are not responsible for Amazon's collection or use of your personal user data and information. Use of this skill is subject to the Nickelodeon End User License Agreement. The Loud House Challenge Alexa Skill may include the use of anonymous persistent identifiers for skill management purposes and enabling this skill constitutes your permission to such usage of anonymous persistent identifiers for all users on your device. Disabling this skill will a) permanently disable use of a previous anonymous persistent identifier, and b) disconnect all user experience data from the previously related account managed by Amazon. End User License Agreement: http://www.nick.com/nick-eula/ Privacy Policy: http://www.nick.com/privacy-policy/ The End User License Agreement for this app includes arbitration for disputes – see FAQs: http://www.nick.com/faqs/ Skill description updated as of 07/01/2019"
Calm Down,3.4 out of 5,11,https://www.amazon.com/John-Nolen-Calm-Down/dp/B084Q1DCYY/ref=sr_1_1245?dchild=1&qid=1624660703&s=alexa-skills&sr=1-1245,"As someone who has a child with sensory processing disorder, we often need to utilize different strategies to help calm down during a meltdown or in crowds. These are similar strategies Occupational Therapists use to help people with anxiety and sensory processing disorders. When helping our child with these strategies, we found that it also really helped adults as well.  These strategies help with anger episodes, anxiety, meltdowns, tension. Even if you do not have any of  diagnoses, this information can still be very helpful. Anytime any of these situations begin, just say ""Alexa, open calm down,"" and a helpful strategy will be provided to help calm down. Between our echo devices and echo auto, it makes using this skill helpful in many areas."
Doubles Trouble Friends,No Rating,0,https://www.amazon.com/Hannah-White-Doubles-Trouble-Friends/dp/B0834P9CNY/ref=sr_1_1432?dchild=1&qid=1624660724&s=alexa-skills&sr=1-1432,"How well do you know your other half? In this party game for friends or couples, players pair up, and Alexa quizzes each player on how well they know their friend. The friend judges the responses. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
My Compliments,No Rating,0,https://www.amazon.com/Nishal-Dsouza-My-Compliments/dp/B08MLJHCH3/ref=sr_1_540?dchild=1&qid=1624660625&s=alexa-skills&sr=1-540,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Nanak Time,No Rating,0,https://www.amazon.com/Akaash-Singh-and-Baani-Kaurs/dp/B0879KJWBN/ref=sr_1_1044?dchild=1&qid=1624660682&s=alexa-skills&sr=1-1044,"Nanak Time is dedicated to anyone who wants to live a beautiful and purposeful life. Inspired from the Mool Mantar composed by Guru Nanak Dev Ji, this app explores universal concepts such as Oneness, Truthful Living and living Without Fear and Hate. Specifically created to work around your busy lifestyle, the app allows you to: * Explore the 9 Gems of Mool Mantar by listening to short Audio Lessons and Guided Meditations * Apply the essence of the Gems to your daily life with simple-to-follow guides and hands-on exercises *Journal your thoughts and experiences * Use the reminders to keep you on track to complete your lessons * Enjoy the ripple effect of the simple exercises designed to impact the community around you Guru Nanak Dev Ji was the first of ten Sikh Guru’s and was born in 1469. He composed many sublime poems through a lifetime of traveling the globe and sharing his enlightened message of Ek Onkar, Oneness. The Mool Mantar is said to be the first composition uttered by Guru Nanak Dev Ji upon enlightenment at the age of about 30. The word """"Mool"""" means main or root and """"Mantar"""" means chant or verse. Together the words """"Mool Mantar"""" mean the """"Main chant"""" or """"root verse"""" The Mool Mantar is regarded by many as the thesis of his work. Often described as just a summary of the Divine, the Mool Mantar is actually considered to define and carry a deep implication for human existence. Each of the 9 words (Gems) encompass a truly global concept of habits, traits and mindset we should aim to achieve. By explaining the theories and suggesting practical ways to integrate each of the concepts into your daily life, Nanak Time intends to get you started on this journey of discovery and self-reflection. You can pause and play by saying ""Alexa, pause"" and ""Alexa, resume."" Just say ""Alexa, stop"" when you're done for the day. When listening to podcasts you can say ""Alexa, shuffle"" to shuffle the playing order, or ""Alexa, loop"" to loop the current episode. You can also ask for previous and next episodes by saying ""Alexa, previous"" and ""Alexa, next""."
World's Best Mom,No Rating,0,https://www.amazon.com/Tiszus-Worlds-Best-Mom/dp/B08SCT31HJ/ref=sr_1_384?dchild=1&qid=1624660607&s=alexa-skills&sr=1-384,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Peninsula Balvihar,No Rating,0,https://www.amazon.com/Peninsula-Balvihar/dp/B08L6M6J4Q/ref=sr_1_599?dchild=1&qid=1624660632&s=alexa-skills&sr=1-599,"Based in Foster City / San Mateo, CA, Peninsula Balvihar is a community of about 80 children & their families that meet every sunday, to discuss & learn, Hindu religious morals & Indian cultural values. We make it fun & easy for the kids - no home work - we mix it up with exercises, games & lots of humor to make it a unique learning experience - that kids look forward to every week. This skill helps newcomers to the Peninsula Balvihar family get acquainted with the songs and prayers. Please note that the prayers are in Sanskrit and Hindi; the lyrics can be found in our handbook."
Daily Affirmations for Children with ADHD,No Rating,0,https://www.amazon.com/Mission-Life-Success-LLC-Affirmations/dp/B07N7Z8BH9/ref=sr_1_2416?dchild=1&qid=1624660828&s=alexa-skills&sr=1-2416,"These daily affirmations help children (especially those with ADHD) prepare themselves to have a great day at school.   Affirmations to help children manage impulsivity, hyperactivity, emotions, focus, resiliency, relationships with friends and much more."
Good Table Manners Made Easy,3.5 out of 5,2,https://www.amazon.com/Good-Table-Manners-Made-Easy/dp/B078ZKQWCQ/ref=sr_1_3232?dchild=1&qid=1624660916&s=alexa-skills&sr=1-3232,"Now updated for the Echo Show! Good Table Manners Made Easy provides 47 quick tips to reinforce proper dinning etiquette. This Skill is intended for children, but is a great refresher for people of all ages. Each tip also comes in Skill Card form which provides written text and a picture for visual aid. The physical version of this book is available through Amazon. If you like this Skill please be sure to leave us a review."
My Compliments,No Rating,0,https://www.amazon.com/Ben-Clarke-My-Compliments/dp/B07PCP83M6/ref=sr_1_2327?dchild=1&qid=1624660819&s=alexa-skills&sr=1-2327,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,No Rating,0,https://www.amazon.com/Chrissy-Whose-Turn/dp/B085T5WM4K/ref=sr_1_1158?dchild=1&qid=1624660694&s=alexa-skills&sr=1-1158,Clean the litter box
Compliment me,No Rating,0,https://www.amazon.com/Paige-Wilbanks-Compliment-me/dp/B07PKT1P25/ref=sr_1_2314?dchild=1&qid=1624660817&s=alexa-skills&sr=1-2314,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mr. White,No Rating,0,https://www.amazon.com/Vishwajeet-Raj-Mr-White/dp/B07VCL7NDZ/ref=sr_1_2002?dchild=1&qid=1624660786&s=alexa-skills&sr=1-2002,Talk to Mr. White
