skill_name,skill_link,skill_description
Tala's World,https://www.amazon.com/Xandra-Talas-World/dp/B082FLM53Y,"You’ve just been found by Tala’s best friend Blobby, who has been searching the woods for her and is beside himself with worry. What happened to Tala? Why are you here?? And who did the spell that brought you here?!?!? It's up to the two of you to investigate and solve the mystery. The only problem? This is serious trouble, and Blobby is a nervous wreck. You are going to have to do the talking and help him figure out what happened, and how to bring Tala back. Over the course of 7 episodes, with Blobby’s help you will investigate the scene of the crime, interview potential suspects, break into hidden rooms, puzzle your way through rhyming riddles, sneak into classrooms, team up with unlikely allies, evade teachers, narrowly escape disaster, talk to a very polite mouse, and encounter quite a few surprises in order to solve the mystery and put things right and rescue Tala. You can unlock the full game by purchasing the Tala's World Season One Pass. All the episodes are available through Freetime Unlimited subscriptions."
Amazon Storytime,https://www.amazon.com/Amazon-Education-Consumer-Team-Storytime/dp/B073X5FYVF,"Turn any time into story time with Amazon Storytime, a free Alexa skill for kids ages 5-12. Explore a collection of more than a hundred short stories featuring lively full-cast recordings. Kids can choose from story categories including bedtime, silly, family, friends, and more. Or spin the magic story wheel for a surprise set of stories. Check out super fun original stories from LEGO®, or go on an interactive story adventure with Ripley’s Believe It or Not. Try Saying Things Like: “Alexa, ask Amazon Storytime to tell me a Ripley’s story.” “Alexa, ask Amazon Storytime to tell me silly stories.” “Alexa, next,” to skip a story. “Alexa, start over,” to go back to the beginning of a story. “Alexa, pause,” to take a break, and “Alexa, resume” to continue listening."
You Choose Epic History,https://www.amazon.com/Capstone-You-Choose-Epic-History/dp/B07L9K1TD1,"YOU CHOOSE: EPIC HISTORY is a You Choose bundle from Capstone, powered by Earplay. This bundle features five action-packed, interactive stories, including Ancient China, Ancient Egypt, Colonial America, The Aztec Empire, and The Middle Ages. With simple voice commands, you’ll delve into fascinating time periods, explore different places in history, and learn from different perspectives. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, Ancient China is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Legends and Mysteries,https://www.amazon.com/You-Choose-Legends-and-Mysteries/dp/B07LB8BWBS,"YOU CHOOSE: LEGENDS AND MYSTERIES is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including The Disappearing Fruit, The Outlaw from Outer Space, Hansel and Gretel, and The Epic Adventures of Odysseus. With simple voice commands, you’ll step inside classic fairy tales, myths, or modern mysteries, making life-or-death decisions and solving the cases yourself! With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, The Disappearing Fruit is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose American Moments,https://www.amazon.com/Capstone-You-Choose-American-Moments/dp/B07LB9STTR,"YOU CHOOSE: AMERICAN MOMENTS is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including The Dust Bowl, The Voting Rights Act of 1965, The Great Depression, and World War II Pilots. Jump into an exciting, nation-building time into America’s past. With simple voice commands, you’ll decide who to be, where to go, and what to do. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, The Dust Bowl is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
Fundoodaa,https://www.amazon.com/Chie-Media-Private-Limited-Fundoodaa/dp/B07NDSLG8D,"An audio library of stories for family fun.  Enjoy our growing collection of interactive audio books in English and Indian languages (Hindi, Kannada, Telugu, Tamil, Malayalam, Gujarati, Marathi and Bengali). These short stories engages the children of all ages and also with adults with lively audio narration, quiz, sound and music. Each story has a value to learn or bring a joyous laughter. Once you enable the skill, get started by saying things like: “Alexa, ask Fundoodaa to tell me an animal story” “Alexa, ask Fundoodaa to tell me today’s story.” “Alexa, next,” to skip a story. “Alexa, pause,” to take a break, and “Alexa, continue” to resume listening."
You Choose Justice League Adventures,https://www.amazon.com/You-Choose-Justice-League-Adventures/dp/B07L58ZY4N,"YOU CHOOSE: JUSTICE LEAGUE ADVENTURES is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including Cosmic Conquest, The League of Laughs, The Portal of Doom, and The Ultimate Weapon. With simple voice commands, you help Batman, Superman, Wonder Woman, and more save the citizens of Earth from cosmic threats and foil a sinister schemes. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, Cosmic Conquest is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Extreme Survival,https://www.amazon.com/Capstone-You-Choose-Extreme-Survival/dp/B07L8SP7RN,"YOU CHOOSE: EXTREME SURVIVAL is a You Choose bundle from Capstone, powered by Earplay. This bundle features five action-packed, interactive stories, Can You Survive the Wilderness?, Can You Survive Antarctica?, Can You Survive Extreme Mountain Climbing?, Can You Survive the Desert?, and Can You Survive the Jungle?  With simple voice commands, you’ll learn about survival skills in various settings and make choices that will lead to either survival or doom. The first story, Can You Survive the Wilderness? is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Space Exploration,https://www.amazon.com/Capstone-You-Choose-Space-Exploration/dp/B07L5YW6QS,"YOU CHOOSE: SPACE EXPLORATION is a You Choose bundle from Capstone, powered by Earplay. This bundle features five action-packed, interactive stories, including The Race to the Moon, Apollo 11 Moon Landing, International Space Station, Mars Exploration Rovers, and Race to the Stars. With simple voice commands, put yourself behind the controls and get ready for liftoff with this hands-on space exploration adventure. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, The Race to the Moon is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Batman Adventures,https://www.amazon.com/Capstone-Batmans-Heroic-Adventures/dp/B07B3R5XGJ,"YOU CHOOSE: BATMAN ADVENTURES is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including The Terrible Trio, Super-Villain Smackdown!, The Joker's Dozen, and The Riddler's Ransom. With simple voice commands, you help Batman, the Dark Knight, solve crimes and take down his worst super-villains in a truly dynamic experience. The first story, The Terrible Trio is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Global Discovery,https://www.amazon.com/Capstone-You-Choose-Global-Discovery/dp/B07L1NJXSL,"YOU CHOOSE: GLOBAL DISCOVERY is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including The Oregon Trail, Westward Expansion, Exploring the New World, and The Golden Age of Pirates. With simple voice commands, you’ll travel across the globe, following alongside some of history’s greatest explorers and making discoveries that will change the world. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, The Oregon Trail is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Superman Adventures,https://www.amazon.com/Capstone-You-Choose-Superman-Adventures/dp/B07L1N278F,"YOU CHOOSE: SUPERMAN ADVENTURES is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including Metropolis Mayhem, Apokolips Invasion, Metallo Attacks!, and Superman Day Disaster. With simple voice commands, you help Superman protect the citizens of Earth and Metropolis, and defeat the evil plans of the most cunning and powerful super-villains. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, Metropolis Mayhem is available to all users with purchase or FreeTime Unlimited subscription."
You Choose Extreme Sports,https://www.amazon.com/Capstone-You-Choose-Extreme-Sports/dp/B07L8RW3SM,"YOU CHOOSE: EXTREME SPORTS, is a You Choose bundle from Capstone, powered by Earplay. This bundle features four action-packed, interactive stories, including Surviving the Le Mans Auto Race, Surviving Mount Everest, Surviving the Iditarod, and Surviving Marathon des Sables. With simple voice commands, you get to make life-and-death decisions in competitions where one false move could prove fatal and one great choice could garner glory. With multiple endings, this You Choose bundle is a truly dynamic experience. The first story, Surviving the Le Mans Auto Race is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
You Choose Scooby Doo Mysteries,https://www.amazon.com/You-Choose-Scooby-Doo-Mysteries/dp/B07L6QKJD5,"YOU CHOOSE: SCOOBY-DOO MYSTERIES is a You Choose bundle from Capstone, powered by Earplay. This bundle features three action-packed, interactive stories, including Terror of the Bigfoot Beast, Fright at Zombie Farm,  and Secret of the Flying Saucer. With simple voice commands, you help Scooby and the gang will solve spooky mysteries and expose common criminals in a truly dynamic experience. The first title, Terror of the Bigfoot Beast is available to all users with the additional stories available with purchase or FreeTime Unlimited subscription."
